Log File,Correctly Fixed,Suggested Fixes,Number of Queries
Closure_84,No,10,40
Lang_9,No,3,40
Cli_35,No,13,40
Math_10,No,7,40
Closure_73,No,6,40
Cli_15,No,23,40
Math_11,No,7,16
Math_48,No,9,40
Math_80,Yes,2,8
Closure_66,No,14,40
Codec_9,Yes,2,7
Closure_10,No,7,40
Closure_106,No,10,40
Chart_4,No,8,40
Closure_89,No,10,40
Closure_133,No,12,40
Closure_13,No,2,7
Lang_29,Yes,3,9
Chart_5,No,16,40
Closure_48,No,21,40
Lang_60,Yes,2,11
Math_69,No,13,40
Closure_21,No,8,40
Lang_54,No,9,40
Closure_46,No,32,40
Cli_21,No,8,40
Closure_97,No,12,40
Closure_127,No,26,40
Cli_30,No,13,40
Closure_12,No,8,40
Math_82,Yes,4,23
Chart_2,No,7,40
Cli_32,No,19,40
Closure_69,No,8,21
Math_81,No,15,40
Cli_20,No,11,40
Cli_36,No,8,40
Math_84,No,8,22
Math_29,No,11,40
Lang_17,No,22,40
Closure_102,No,13,40
Codec_13,No,9,40
Closure_5,No,10,40
Csv_14,No,8,40
Compress_2,No,25,40
Closure_67,No,8,40
Lang_5,No,14,40
Closure_68,No,14,40
Closure_169,No,13,33
Chart_24,No,6,40
Cli_11,Yes,4,14
Closure_41,No,13,27
Math_34,No,2,29
Math_88,No,17,40
Closure_19,Yes,15,30
Closure_92,No,6,40
Chart_15,No,6,40
Closure_124,No,20,40
Compress_1,No,9,40
Closure_154,No,21,40
Cli_10,No,11,40
Lang_30,No,18,33
Closure_117,No,18,40
Lang_24,No,6,33
Closure_6,Yes,17,40
Closure_148,No,3,21
Compress_8,No,26,40
Closure_28,No,0,5
Math_8,No,16,40
Cli_19,No,12,40
Math_40,No,10,40
Closure_55,No,10,40
Compress_21,No,13,40
Math_18,No,19,40
Lang_45,No,10,37
Chart_6,No,19,40
Math_75,No,0,1
Lang_25,No,0,34
Math_27,No,17,38
Lang_55,No,6,40
Codec_12,No,5,40
Closure_151,No,13,40
Cli_4,No,15,40
Compress_15,No,23,40
Lang_39,No,13,40
Compress_43,No,13,34
Closure_43,No,16,40
Csv_4,Yes,3,13
Cli_5,No,7,40
Lang_4,No,0,3
Lang_38,No,10,40
Math_42,No,10,40
Cli_37,No,18,40
Compress_37,No,20,40
Closure_99,No,13,40
Closure_114,No,0,1
Math_101,No,19,40
Cli_2,No,11,40
Math_93,No,11,40
Closure_147,No,0,1
Math_86,No,14,40
Math_95,No,19,40
Math_60,No,22,40
Closure_33,No,7,40
Compress_13,No,21,40
Cli_34,Yes,11,40
Closure_105,No,11,40
Closure_74,No,8,34
Math_20,No,11,40
Closure_64,No,8,31
Compress_42,No,12,40
Codec_7,Yes,2,7
Math_106,No,22,40
Closure_103,No,21,40
Lang_10,No,21,40
Lang_37,No,14,40
Closure_9,No,10,40
Math_54,No,17,40
Math_2,No,18,32
Compress_35,No,20,40
Compress_14,No,24,40
Math_33,No,0,4
Lang_3,No,22,40
Math_83,No,7,40
Closure_123,No,2,15
Math_98,No,21,37
Lang_53,No,17,40
Math_103,No,5,22
Cli_17,No,13,40
Closure_121,No,12,40
Math_1,No,12,40
Lang_13,No,13,40
Codec_14,No,7,40
Cli_27,No,9,40
Compress_38,No,0,2
Compress_22,No,22,40
Closure_37,No,15,40
Closure_77,No,7,40
Math_15,No,20,40
Csv_12,No,4,40
Closure_23,No,16,40
Closure_59,No,9,40
Compress_47,No,10,35
Math_6,No,7,27
Closure_75,No,11,39
Math_53,No,8,31
Closure_90,No,13,40
Cli_7,No,16,40
Closure_156,No,15,40
Lang_36,No,15,40
Lang_12,No,15,40
Closure_53,No,10,40
Compress_19,No,22,40
Closure_20,No,15,40
Closure_88,No,20,40
Compress_18,No,12,40
Math_21,No,15,40
Csv_10,No,8,40
Csv_15,No,9,40
Closure_113,No,11,40
Lang_15,No,17,40
Math_13,No,9,40
Lang_14,No,10,40
Closure_134,No,21,40
Closure_51,No,20,40
Math_35,No,10,40
Closure_136,No,17,40
Closure_110,No,5,40
Math_32,No,11,25
Lang_51,No,10,40
Math_65,No,26,40
Closure_94,No,10,40
Compress_23,Yes,3,10
Lang_58,No,6,34
Lang_63,No,30,40
Compress_20,No,31,40
Closure_100,No,19,40
Closure_30,No,11,36
Csv_8,No,20,40
Closure_17,No,12,40
Math_36,No,14,40
Closure_109,No,10,40
Cli_16,No,9,40
Closure_150,No,30,40
Lang_26,No,13,40
Lang_31,No,9,40
Chart_20,Yes,1,5
Closure_45,No,16,40
Closure_22,No,24,40
Math_28,No,5,37
Closure_139,No,8,40
Codec_5,No,1,30
Closure_132,No,16,40
Closure_86,No,9,32
Closure_145,No,14,40
Closure_153,No,16,39
Closure_159,No,16,40
Closure_112,No,14,40
Compress_25,No,5,40
Lang_59,Yes,1,7
Closure_4,No,7,40
Math_105,No,6,32
Closure_160,No,19,40
Math_100,No,11,40
Cli_6,No,0,19
Math_92,No,27,40
Closure_42,No,17,40
Math_50,No,10,40
Closure_101,No,32,40
